keep_frac,pos_scale,label,cone_frac
0.6,0.14,pTll_170_350,1.0
0.6,0.14,pTll_50_76,1.0
0.6,0.14,pTll_76_106,1.0
0.6,0.14,phistar_50_76,1.0
0.6,0.14,ptll_76_106_table,1.0
0.6,0.14,ttbar_mtt_8tev_cms,1.0
0.6,0.14,z_pt_7tev_atlas,1.0
0.6,0.15,atlas_4l_m4l_8tev,1.0
0.6,0.15,atlas_4l_pt4l_8tev,1.0
0.6,0.15,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.15,dijet_chi_7tev_cms,1.0
0.6,0.15,hgg_pt_8tev_atlas,1.0
0.6,0.15,pTll_106_170,1.0
0.6,0.15,pTll_170_350,1.0
0.6,0.15,pTll_50_76,1.0
0.6,0.15,pTll_76_106,1.0
0.6,0.15,phistar_50_76,1.0
0.6,0.15,ptll_76_106_table,1.0
0.6,0.15,ttbar_mtt_8tev_cms,1.0
0.6,0.15,z_pt_7tev_atlas,1.0
0.6,0.16,atlas_4l_m4l_8tev,1.0
0.6,0.16,atlas_4l_pt4l_8tev,1.0
0.6,0.16,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.16,dijet_chi_7tev_cms,1.0
0.6,0.16,hgg_pt_8tev_atlas,1.0
0.6,0.16,pTll_106_170,1.0
0.6,0.16,pTll_170_350,1.0
0.6,0.16,pTll_50_76,1.0
0.6,0.16,pTll_76_106,1.0
0.6,0.16,phistar_50_76,1.0
0.6,0.16,ptll_76_106_table,1.0
0.6,0.16,ttbar_mtt_8tev_cms,1.0
0.6,0.16,z_pt_7tev_atlas,1.0
0.6,0.17,atlas_4l_m4l_8tev,1.0
0.6,0.17,atlas_4l_pt4l_8tev,1.0
0.6,0.17,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.17,dijet_chi_7tev_cms,1.0
0.6,0.17,hgg_pt_8tev_atlas,1.0
0.6,0.17,pTll_106_170,1.0
0.6,0.17,pTll_170_350,1.0
0.6,0.17,pTll_50_76,1.0
0.6,0.17,pTll_76_106,1.0
0.6,0.17,phistar_50_76,1.0
0.6,0.17,ptll_76_106_table,1.0
0.6,0.17,ttbar_mtt_8tev_cms,1.0
0.6,0.17,z_pt_7tev_atlas,1.0
0.6,0.18,atlas_4l_m4l_8tev,1.0
0.6,0.18,atlas_4l_pt4l_8tev,1.0
0.6,0.18,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.18,dijet_chi_7tev_cms,1.0
0.6,0.18,hgg_pt_8tev_atlas,1.0
0.6,0.18,pTll_106_170,1.0
0.6,0.18,pTll_170_350,1.0
0.6,0.18,pTll_50_76,1.0
0.6,0.18,pTll_76_106,1.0
0.6,0.18,phistar_50_76,1.0
0.6,0.18,ptll_76_106_table,1.0
0.6,0.18,ttbar_mtt_8tev_cms,1.0
0.6,0.18,z_pt_7tev_atlas,1.0
0.6,0.19,atlas_4l_m4l_8tev,1.0
0.6,0.19,atlas_4l_pt4l_8tev,1.0
0.6,0.19,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.19,dijet_chi_7tev_cms,1.0
0.6,0.19,hgg_pt_8tev_atlas,1.0
0.6,0.19,pTll_106_170,1.0
0.6,0.19,pTll_170_350,1.0
0.6,0.19,pTll_50_76,1.0
0.6,0.19,pTll_76_106,1.0
0.6,0.19,phistar_50_76,1.0
0.6,0.19,ptll_76_106_table,1.0
0.6,0.19,ttbar_mtt_8tev_cms,1.0
0.6,0.19,z_pt_7tev_atlas,1.0
0.6,0.2,atlas_4l_m4l_8tev,1.0
0.6,0.2,atlas_4l_pt4l_8tev,1.0
0.6,0.2,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.2,dijet_chi_7tev_cms,1.0
0.6,0.2,hgg_pt_8tev_atlas,1.0
0.6,0.2,pTll_106_170,1.0
0.6,0.2,pTll_170_350,1.0
0.6,0.2,pTll_50_76,1.0
0.6,0.2,pTll_76_106,1.0
0.6,0.2,phistar_50_76,1.0
0.6,0.2,ptll_76_106_table,1.0
0.6,0.2,ttbar_mtt_8tev_cms,1.0
0.6,0.2,z_pt_7tev_atlas,1.0
0.6,0.21,atlas_4l_m4l_8tev,1.0
0.6,0.21,atlas_4l_pt4l_8tev,1.0
0.6,0.21,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.21,dijet_chi_7tev_cms,1.0
0.6,0.21,hgg_pt_8tev_atlas,1.0
0.6,0.21,pTll_106_170,1.0
0.6,0.21,pTll_170_350,1.0
0.6,0.21,pTll_50_76,1.0
0.6,0.21,pTll_76_106,1.0
0.6,0.21,phistar_50_76,1.0
0.6,0.21,ptll_76_106_table,1.0
0.6,0.21,ttbar_mtt_8tev_cms,1.0
0.6,0.21,z_pt_7tev_atlas,1.0
0.6,0.22,atlas_4l_m4l_8tev,1.0
0.6,0.22,atlas_4l_pt4l_8tev,1.0
0.6,0.22,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.22,dijet_chi_7tev_cms,1.0
0.6,0.22,hgg_pt_8tev_atlas,1.0
0.6,0.22,pTll_106_170,1.0
0.6,0.22,pTll_170_350,1.0
0.6,0.22,pTll_50_76,1.0
0.6,0.22,pTll_76_106,1.0
0.6,0.22,phistar_50_76,1.0
0.6,0.22,ptll_76_106_table,1.0
0.6,0.22,ttbar_mtt_8tev_cms,1.0
0.6,0.22,z_pt_7tev_atlas,1.0
0.6,0.23,atlas_4l_m4l_8tev,1.0
0.6,0.23,atlas_4l_pt4l_8tev,1.0
0.6,0.23,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.23,dijet_chi_7tev_cms,1.0
0.6,0.23,hgg_pt_8tev_atlas,1.0
0.6,0.23,pTll_106_170,1.0
0.6,0.23,pTll_170_350,1.0
0.6,0.23,pTll_50_76,1.0
0.6,0.23,pTll_76_106,1.0
0.6,0.23,phistar_50_76,1.0
0.6,0.23,ptll_76_106_table,0.6666666666666666
0.6,0.23,ttbar_mtt_8tev_cms,1.0
0.6,0.23,z_pt_7tev_atlas,1.0
0.6,0.24,atlas_4l_m4l_8tev,1.0
0.6,0.24,atlas_4l_pt4l_8tev,1.0
0.6,0.24,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.24,dijet_chi_7tev_cms,1.0
0.6,0.24,hgg_pt_8tev_atlas,1.0
0.6,0.24,pTll_106_170,1.0
0.6,0.24,pTll_170_350,1.0
0.6,0.24,pTll_50_76,1.0
0.6,0.24,pTll_76_106,1.0
0.6,0.24,phistar_50_76,1.0
0.6,0.24,ptll_76_106_table,0.6666666666666666
0.6,0.24,ttbar_mtt_8tev_cms,1.0
0.6,0.24,z_pt_7tev_atlas,1.0
0.6,0.25,atlas_4l_m4l_8tev,1.0
0.6,0.25,atlas_4l_pt4l_8tev,1.0
0.6,0.25,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.25,dijet_chi_7tev_cms,1.0
0.6,0.25,hgg_pt_8tev_atlas,1.0
0.6,0.25,pTll_106_170,1.0
0.6,0.25,pTll_170_350,1.0
0.6,0.25,pTll_50_76,1.0
0.6,0.25,pTll_76_106,1.0
0.6,0.25,phistar_50_76,1.0
0.6,0.25,ptll_76_106_table,0.6666666666666666
0.6,0.25,ttbar_mtt_8tev_cms,1.0
0.6,0.25,z_pt_7tev_atlas,1.0
0.6,0.26,atlas_4l_m4l_8tev,1.0
0.6,0.26,atlas_4l_pt4l_8tev,1.0
0.6,0.26,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.26,dijet_chi_7tev_cms,1.0
0.6,0.26,hgg_pt_8tev_atlas,1.0
0.6,0.26,pTll_106_170,1.0
0.6,0.26,pTll_170_350,1.0
0.6,0.26,pTll_50_76,1.0
0.6,0.26,pTll_76_106,1.0
0.6,0.26,phistar_50_76,1.0
0.6,0.26,ptll_76_106_table,0.6666666666666666
0.6,0.26,ttbar_mtt_8tev_cms,1.0
0.6,0.26,z_pt_7tev_atlas,1.0
0.6,0.27,atlas_4l_m4l_8tev,1.0
0.6,0.27,atlas_4l_pt4l_8tev,1.0
0.6,0.27,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.27,dijet_chi_7tev_cms,1.0
0.6,0.27,hgg_pt_8tev_atlas,1.0
0.6,0.27,pTll_106_170,1.0
0.6,0.27,pTll_170_350,1.0
0.6,0.27,pTll_50_76,1.0
0.6,0.27,pTll_76_106,1.0
0.6,0.27,phistar_50_76,1.0
0.6,0.27,ptll_76_106_table,0.6666666666666666
0.6,0.27,ttbar_mtt_8tev_cms,1.0
0.6,0.27,z_pt_7tev_atlas,1.0
0.6,0.28,atlas_4l_m4l_8tev,1.0
0.6,0.28,atlas_4l_pt4l_8tev,1.0
0.6,0.28,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.28,dijet_chi_7tev_cms,1.0
0.6,0.28,hgg_pt_8tev_atlas,1.0
0.6,0.28,pTll_106_170,1.0
0.6,0.28,pTll_170_350,1.0
0.6,0.28,pTll_50_76,1.0
0.6,0.28,pTll_76_106,1.0
0.6,0.28,phistar_50_76,1.0
0.6,0.28,ptll_76_106_table,0.6666666666666666
0.6,0.28,ttbar_mtt_8tev_cms,0.8333333333333334
0.6,0.28,z_pt_7tev_atlas,1.0
0.6,0.29,atlas_4l_m4l_8tev,1.0
0.6,0.29,atlas_4l_pt4l_8tev,1.0
0.6,0.29,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.29,dijet_chi_7tev_cms,1.0
0.6,0.29,hgg_pt_8tev_atlas,1.0
0.6,0.29,pTll_106_170,1.0
0.6,0.29,pTll_170_350,1.0
0.6,0.29,pTll_50_76,1.0
0.6,0.29,pTll_76_106,1.0
0.6,0.29,phistar_50_76,1.0
0.6,0.29,ptll_76_106_table,0.6666666666666666
0.6,0.29,ttbar_mtt_8tev_cms,0.8333333333333334
0.6,0.29,z_pt_7tev_atlas,1.0
0.6,0.3,atlas_4l_m4l_8tev,1.0
0.6,0.3,atlas_4l_pt4l_8tev,1.0
0.6,0.3,dijet_chi_13tev_cms_mgt6,1.0
0.6,0.3,dijet_chi_7tev_cms,1.0
0.6,0.3,hgg_pt_8tev_atlas,1.0
0.6,0.3,pTll_106_170,1.0
0.6,0.3,pTll_170_350,1.0
0.6,0.3,pTll_50_76,1.0
0.6,0.3,pTll_76_106,1.0
0.6,0.3,phistar_50_76,1.0
0.6,0.3,ptll_76_106_table,0.6666666666666666
0.6,0.3,ttbar_mtt_8tev_cms,0.8333333333333334
0.6,0.3,z_pt_7tev_atlas,1.0
0.5,0.1,atlas_4l_m4l_8tev,1.0
0.5,0.1,atlas_4l_pt4l_8tev,1.0
0.5,0.1,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.1,dijet_chi_7tev_cms,1.0
0.5,0.1,hgg_pt_8tev_atlas,1.0
0.5,0.1,pTll_106_170,1.0
0.5,0.1,pTll_170_350,1.0
0.5,0.1,pTll_50_76,1.0
0.5,0.1,pTll_76_106,1.0
0.5,0.1,phistar_50_76,1.0
0.5,0.1,ptll_76_106_table,1.0
0.5,0.1,ttbar_mtt_8tev_cms,1.0
0.5,0.1,z_pt_7tev_atlas,1.0
0.5,0.11,atlas_4l_m4l_8tev,1.0
0.5,0.11,atlas_4l_pt4l_8tev,1.0
0.5,0.11,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.11,dijet_chi_7tev_cms,1.0
0.5,0.11,hgg_pt_8tev_atlas,1.0
0.5,0.11,pTll_106_170,1.0
0.5,0.11,pTll_170_350,1.0
0.5,0.11,pTll_50_76,1.0
0.5,0.11,pTll_76_106,1.0
0.5,0.11,phistar_50_76,1.0
0.5,0.11,ptll_76_106_table,1.0
0.5,0.11,ttbar_mtt_8tev_cms,1.0
0.5,0.11,z_pt_7tev_atlas,1.0
0.5,0.12,atlas_4l_m4l_8tev,1.0
0.5,0.12,atlas_4l_pt4l_8tev,1.0
0.5,0.12,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.12,dijet_chi_7tev_cms,1.0
0.5,0.12,hgg_pt_8tev_atlas,1.0
0.5,0.12,pTll_106_170,1.0
0.5,0.12,pTll_170_350,1.0
0.5,0.12,pTll_50_76,1.0
0.5,0.12,pTll_76_106,1.0
0.5,0.12,phistar_50_76,1.0
0.5,0.12,ptll_76_106_table,1.0
0.5,0.12,ttbar_mtt_8tev_cms,1.0
0.5,0.12,z_pt_7tev_atlas,1.0
0.5,0.13,atlas_4l_m4l_8tev,1.0
0.5,0.13,atlas_4l_pt4l_8tev,1.0
0.5,0.13,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.13,dijet_chi_7tev_cms,1.0
0.5,0.13,hgg_pt_8tev_atlas,1.0
0.5,0.13,pTll_106_170,1.0
0.5,0.13,pTll_170_350,1.0
0.5,0.13,pTll_50_76,1.0
0.5,0.13,pTll_76_106,1.0
0.5,0.13,phistar_50_76,1.0
0.5,0.13,ptll_76_106_table,1.0
0.5,0.13,ttbar_mtt_8tev_cms,1.0
0.5,0.13,z_pt_7tev_atlas,1.0
0.5,0.14,atlas_4l_m4l_8tev,1.0
0.5,0.14,atlas_4l_pt4l_8tev,1.0
0.5,0.14,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.14,dijet_chi_7tev_cms,1.0
0.5,0.14,hgg_pt_8tev_atlas,1.0
0.5,0.14,pTll_106_170,1.0
0.5,0.14,pTll_170_350,1.0
0.5,0.14,pTll_50_76,1.0
0.5,0.14,pTll_76_106,1.0
0.5,0.14,phistar_50_76,1.0
0.5,0.14,ptll_76_106_table,1.0
0.5,0.14,ttbar_mtt_8tev_cms,1.0
0.5,0.14,z_pt_7tev_atlas,1.0
0.5,0.15,atlas_4l_m4l_8tev,1.0
0.5,0.15,atlas_4l_pt4l_8tev,1.0
0.5,0.15,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.15,dijet_chi_7tev_cms,1.0
0.5,0.15,hgg_pt_8tev_atlas,1.0
0.5,0.15,pTll_106_170,1.0
0.5,0.15,pTll_170_350,1.0
0.5,0.15,pTll_50_76,1.0
0.5,0.15,pTll_76_106,1.0
0.5,0.15,phistar_50_76,1.0
0.5,0.15,ptll_76_106_table,1.0
0.5,0.15,ttbar_mtt_8tev_cms,1.0
0.5,0.15,z_pt_7tev_atlas,1.0
0.5,0.16,atlas_4l_m4l_8tev,1.0
0.5,0.16,atlas_4l_pt4l_8tev,1.0
0.5,0.16,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.16,dijet_chi_7tev_cms,1.0
0.5,0.16,hgg_pt_8tev_atlas,1.0
0.5,0.16,pTll_106_170,1.0
0.5,0.16,pTll_170_350,1.0
0.5,0.16,pTll_50_76,1.0
0.5,0.16,pTll_76_106,1.0
0.5,0.16,phistar_50_76,1.0
0.5,0.16,ptll_76_106_table,1.0
0.5,0.16,ttbar_mtt_8tev_cms,1.0
0.5,0.16,z_pt_7tev_atlas,1.0
0.5,0.17,atlas_4l_m4l_8tev,1.0
0.5,0.17,atlas_4l_pt4l_8tev,1.0
0.5,0.17,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.17,dijet_chi_7tev_cms,1.0
0.5,0.17,hgg_pt_8tev_atlas,1.0
0.5,0.17,pTll_106_170,1.0
0.5,0.17,pTll_170_350,1.0
0.5,0.17,pTll_50_76,1.0
0.5,0.17,pTll_76_106,1.0
0.5,0.17,phistar_50_76,1.0
0.5,0.17,ptll_76_106_table,1.0
0.5,0.17,ttbar_mtt_8tev_cms,1.0
0.5,0.17,z_pt_7tev_atlas,1.0
0.5,0.18,atlas_4l_m4l_8tev,1.0
0.5,0.18,atlas_4l_pt4l_8tev,1.0
0.5,0.18,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.18,dijet_chi_7tev_cms,1.0
0.5,0.18,hgg_pt_8tev_atlas,1.0
0.5,0.18,pTll_106_170,1.0
0.5,0.18,pTll_170_350,1.0
0.5,0.18,pTll_50_76,1.0
0.5,0.18,pTll_76_106,1.0
0.5,0.18,phistar_50_76,1.0
0.5,0.18,ptll_76_106_table,1.0
0.5,0.18,ttbar_mtt_8tev_cms,1.0
0.5,0.18,z_pt_7tev_atlas,1.0
0.5,0.19,atlas_4l_m4l_8tev,1.0
0.5,0.19,atlas_4l_pt4l_8tev,1.0
0.5,0.19,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.19,dijet_chi_7tev_cms,1.0
0.5,0.19,hgg_pt_8tev_atlas,1.0
0.5,0.19,pTll_106_170,1.0
0.5,0.19,pTll_170_350,1.0
0.5,0.19,pTll_50_76,1.0
0.5,0.19,pTll_76_106,1.0
0.5,0.19,phistar_50_76,1.0
0.5,0.19,ptll_76_106_table,1.0
0.5,0.19,ttbar_mtt_8tev_cms,1.0
0.5,0.19,z_pt_7tev_atlas,1.0
0.5,0.2,atlas_4l_m4l_8tev,1.0
0.5,0.2,atlas_4l_pt4l_8tev,1.0
0.5,0.2,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.2,dijet_chi_7tev_cms,1.0
0.5,0.2,hgg_pt_8tev_atlas,1.0
0.5,0.2,pTll_106_170,1.0
0.5,0.2,pTll_170_350,1.0
0.5,0.2,pTll_50_76,1.0
0.5,0.2,pTll_76_106,1.0
0.5,0.2,phistar_50_76,1.0
0.5,0.2,ptll_76_106_table,1.0
0.5,0.2,ttbar_mtt_8tev_cms,1.0
0.5,0.2,z_pt_7tev_atlas,1.0
0.5,0.21,atlas_4l_m4l_8tev,1.0
0.5,0.21,atlas_4l_pt4l_8tev,1.0
0.5,0.21,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.21,dijet_chi_7tev_cms,1.0
0.5,0.21,hgg_pt_8tev_atlas,1.0
0.5,0.21,pTll_106_170,1.0
0.5,0.21,pTll_170_350,1.0
0.5,0.21,pTll_50_76,1.0
0.5,0.21,pTll_76_106,1.0
0.5,0.21,phistar_50_76,1.0
0.5,0.21,ptll_76_106_table,1.0
0.5,0.21,ttbar_mtt_8tev_cms,1.0
0.5,0.21,z_pt_7tev_atlas,1.0
0.5,0.22,atlas_4l_m4l_8tev,1.0
0.5,0.22,atlas_4l_pt4l_8tev,1.0
0.5,0.22,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.22,dijet_chi_7tev_cms,1.0
0.5,0.22,hgg_pt_8tev_atlas,1.0
0.5,0.22,pTll_106_170,1.0
0.5,0.22,pTll_170_350,1.0
0.5,0.22,pTll_50_76,1.0
0.5,0.22,pTll_76_106,1.0
0.5,0.22,phistar_50_76,1.0
0.5,0.22,ptll_76_106_table,1.0
0.5,0.22,ttbar_mtt_8tev_cms,1.0
0.5,0.22,z_pt_7tev_atlas,1.0
0.5,0.23,atlas_4l_m4l_8tev,1.0
0.5,0.23,atlas_4l_pt4l_8tev,1.0
0.5,0.23,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.23,dijet_chi_7tev_cms,1.0
0.5,0.23,hgg_pt_8tev_atlas,1.0
0.5,0.23,pTll_106_170,1.0
0.5,0.23,pTll_170_350,1.0
0.5,0.23,pTll_50_76,1.0
0.5,0.23,pTll_76_106,1.0
0.5,0.23,phistar_50_76,1.0
0.5,0.23,ptll_76_106_table,0.6666666666666666
0.5,0.23,ttbar_mtt_8tev_cms,1.0
0.5,0.23,z_pt_7tev_atlas,1.0
0.5,0.24,atlas_4l_m4l_8tev,1.0
0.5,0.24,atlas_4l_pt4l_8tev,1.0
0.5,0.24,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.24,dijet_chi_7tev_cms,1.0
0.5,0.24,hgg_pt_8tev_atlas,1.0
0.5,0.24,pTll_106_170,1.0
0.5,0.24,pTll_170_350,1.0
0.5,0.24,pTll_50_76,1.0
0.5,0.24,pTll_76_106,1.0
0.5,0.24,phistar_50_76,1.0
0.5,0.24,ptll_76_106_table,0.6666666666666666
0.5,0.24,ttbar_mtt_8tev_cms,1.0
0.5,0.24,z_pt_7tev_atlas,1.0
0.5,0.25,atlas_4l_m4l_8tev,1.0
0.5,0.25,atlas_4l_pt4l_8tev,1.0
0.5,0.25,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.25,dijet_chi_7tev_cms,1.0
0.5,0.25,hgg_pt_8tev_atlas,1.0
0.5,0.25,pTll_106_170,1.0
0.5,0.25,pTll_170_350,1.0
0.5,0.25,pTll_50_76,1.0
0.5,0.25,pTll_76_106,1.0
0.5,0.25,phistar_50_76,1.0
0.5,0.25,ptll_76_106_table,0.6666666666666666
0.5,0.25,ttbar_mtt_8tev_cms,1.0
0.5,0.25,z_pt_7tev_atlas,1.0
0.5,0.26,atlas_4l_m4l_8tev,1.0
0.5,0.26,atlas_4l_pt4l_8tev,1.0
0.5,0.26,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.26,dijet_chi_7tev_cms,1.0
0.5,0.26,hgg_pt_8tev_atlas,1.0
0.5,0.26,pTll_106_170,1.0
0.5,0.26,pTll_170_350,1.0
0.5,0.26,pTll_50_76,1.0
0.5,0.26,pTll_76_106,1.0
0.5,0.26,phistar_50_76,1.0
0.5,0.26,ptll_76_106_table,0.6666666666666666
0.5,0.26,ttbar_mtt_8tev_cms,1.0
0.5,0.26,z_pt_7tev_atlas,1.0
0.5,0.27,atlas_4l_m4l_8tev,1.0
0.5,0.27,atlas_4l_pt4l_8tev,1.0
0.5,0.27,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.27,dijet_chi_7tev_cms,1.0
0.5,0.27,hgg_pt_8tev_atlas,1.0
0.5,0.27,pTll_106_170,1.0
0.5,0.27,pTll_170_350,1.0
0.5,0.27,pTll_50_76,1.0
0.5,0.27,pTll_76_106,1.0
0.5,0.27,phistar_50_76,1.0
0.5,0.27,ptll_76_106_table,0.6666666666666666
0.5,0.27,ttbar_mtt_8tev_cms,1.0
0.5,0.27,z_pt_7tev_atlas,1.0
0.5,0.28,atlas_4l_m4l_8tev,1.0
0.5,0.28,atlas_4l_pt4l_8tev,1.0
0.5,0.28,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.28,dijet_chi_7tev_cms,1.0
0.5,0.28,hgg_pt_8tev_atlas,1.0
0.5,0.28,pTll_106_170,1.0
0.5,0.28,pTll_170_350,1.0
0.5,0.28,pTll_50_76,1.0
0.5,0.28,pTll_76_106,1.0
0.5,0.28,phistar_50_76,1.0
0.5,0.28,ptll_76_106_table,0.6666666666666666
0.5,0.28,ttbar_mtt_8tev_cms,0.8333333333333334
0.5,0.28,z_pt_7tev_atlas,1.0
0.5,0.29,atlas_4l_m4l_8tev,1.0
0.5,0.29,atlas_4l_pt4l_8tev,1.0
0.5,0.29,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.29,dijet_chi_7tev_cms,1.0
0.5,0.29,hgg_pt_8tev_atlas,1.0
0.5,0.29,pTll_106_170,1.0
0.5,0.29,pTll_170_350,1.0
0.5,0.29,pTll_50_76,1.0
0.5,0.29,pTll_76_106,1.0
0.5,0.29,phistar_50_76,1.0
0.5,0.29,ptll_76_106_table,0.6666666666666666
0.5,0.29,ttbar_mtt_8tev_cms,0.8333333333333334
0.5,0.29,z_pt_7tev_atlas,1.0
0.5,0.3,atlas_4l_m4l_8tev,1.0
0.5,0.3,atlas_4l_pt4l_8tev,1.0
0.5,0.3,dijet_chi_13tev_cms_mgt6,1.0
0.5,0.3,dijet_chi_7tev_cms,1.0
0.5,0.3,hgg_pt_8tev_atlas,1.0
0.5,0.3,pTll_106_170,1.0
0.5,0.3,pTll_170_350,1.0
0.5,0.3,pTll_50_76,1.0
0.5,0.3,pTll_76_106,1.0
0.5,0.3,phistar_50_76,1.0
0.5,0.3,ptll_76_106_table,0.6666666666666666
0.5,0.3,ttbar_mtt_8tev_cms,0.8333333333333334
0.5,0.3,z_pt_7tev_atlas,1.0
0.4,0.1,atlas_4l_m4l_8tev,1.0
0.4,0.1,atlas_4l_pt4l_8tev,1.0
0.4,0.1,dijet_chi_13tev_cms_mgt6,1.0
0.4,0.1,dijet_chi_7tev_cms,1.0
0.4,0.1,hgg_pt_8tev_atlas,1.0
0.4,0.1,pTll_106_170,1.0
0.4,0.1,pTll_170_350,1.0
0.4,0.1,pTll_50_76,1.0
0.4,0.1,pTll_76_106,1.0
0.4,0.1,phistar_50_76,1.0
0.4,0.1,ptll_76_106_table,1.0
0.4,0.1,ttbar_mtt_8tev_cms,1.0
0.4,0.1,z_pt_7tev_atlas,1.0
0.4,0.11,atlas_4l_m4l_8tev,1.0
0.4,0.11,atlas_4l_pt4l_8tev,1.0
0.4,0.11,dijet_chi_13tev_cms_mgt6,1.0
0.4,0.11,dijet_chi_7tev_cms,1.0
0.4,0.11,hgg_pt_8tev_atlas,1.0
0.4,0.11,pTll_106_170,1.0
0.4,0.11,pTll_170_350,1.0
0.4,0.11,pTll_50_76,1.0
0.4,0.11,pTll_76_106,1.0
0.4,0.11,phistar_50_76,1.0
0.4,0.11,ptll_76_106_table,1.0
0.4,0.11,ttbar_mtt_8tev_cms,1.0
0.4,0.11,z_pt_7tev_atlas,1.0
0.4,0.12,atlas_4l_m4l_8tev,1.0
0.4,0.12,atlas_4l_pt4l_8tev,1.0
0.4,0.12,dijet_chi_13tev_cms_mgt6,1.0
0.4,0.12,dijet_chi_7tev_cms,1.0
0.4,0.12,hgg_pt_8tev_atlas,1.0
0.4,0.12,pTll_106_170,1.0
0.4,0.12,pTll_170_350,1.0
0.4,0.12,pTll_50_76,1.0
0.4,0.12,pTll_76_106,1.0
0.4,0.12,phistar_50_76,1.0
0.4,0.12,ptll_76_106_table,1.0
0.4,0.12,ttbar_mtt_8tev_cms,1.0
0.4,0.12,z_pt_7tev_atlas,1.0
0.4,0.13,atlas_4l_m4l_8tev,1.0
0.4,0.13,atlas_4l_pt4l_8tev,1.0
0.4,0.13,dijet_chi_13tev_cms_mgt6,1.0
0.4,0.13,dijet_chi_7tev_cms,1.0
0.4,0.13,hgg_pt_8tev_atlas,1.0
0.4,0.13,pTll_106_170,1.0
0.4,0.13,pTll_170_350,1.0
0.4,0.13,pTll_50_76,1.0
0.4,0.13,pTll_76_106,1.0
0.4,0.13,phistar_50_76,1.0
0.4,0.13,ptll_76_106_table,1.0
0.4,0.13,ttbar_mtt_8tev_cms,1.0
0.4,0.13,z_pt_7tev_atlas,1.0
0.4,0.14,atlas_4l_m4l_8tev,1.0
0.4,0.14,atlas_4l_pt4l_8tev,1.0
0.4,0.14,dijet_chi_13tev_cms_mgt6,1.0
0.4,0.14,dijet_chi_7tev_cms,1.0
0.4,0.14,hgg_pt_8tev_atlas,1.0
0.4,0.14,pTll_106_170,1.0
0.4,0.14,pTll_170_350,1.0
0.4,0.14,pTll_50_76,1.0
0.4,0.14,pTll_76_106,1.0
0.4,0.14,phistar_50_76,1.0
0.4,0.14,ptll_76_106_table,1.0
0.4,0.14,ttbar_mtt_8tev_cms,1.0
0.4,0.14,z_pt_7tev_atlas,1.0
0.4,0.15,atlas_4l_m4l_8tev,1.0
0.4,0.15,atlas_4l_pt4l_8tev,1.0
0.4,0.15,dijet_chi_13tev_cms_mgt6,1.0
0.4,0.15,dijet_chi_7tev_cms,1.0
0.4,0.15,hgg_pt_8tev_atlas,1.0
0.4,0.15,pTll_106_170,1.0
0.4,0.15,pTll_170_350,1.0
0.4,0.15,pTll_50_76,1.0
0.4,0.15,pTll_76_106,1.0
0.4,0.15,phistar_50_76,1.0
0.4,0.15,ptll_76_106_table,1.0
0.4,0.15,ttbar_mtt_8tev_cms,1.0
0.4,0.15,z_pt_7tev_atlas,1.0
0.4,0.16,atlas_4l_m4l_8tev,1.0
0.4,0.16,atlas_4l_pt4l_8tev,1.0
0.4,0.16,dijet_chi_13tev_cms_mgt6,1.0
0.4,0.16,dijet_chi_7tev_cms,1.0
0.4,0.16,hgg_pt_8tev_atlas,1.0
0.4,0.16,pTll_106_170,1.0
0.4,0.16,pTll_170_350,1.0
0.4,0.16,pTll_50_76,1.0
